row,col,value
3292,270,119.446999
3292,2575,0
3293,242,109.185623
3293,243,111.031334
3293,244,112.426201
3293,245,112.639
3293,246,112.959503
3293,247,113.129501
3293,248,113.197998
3293,249,113.366249
3293,250,112.959
3293,251,112.688667
3293,252,113.069
3293,253,113.155334
3293,254,113.326668
3293,255,113.603798
3293,256,113.921249
3293,257,114.083168
3293,258,114.251801
3293,259,114.625786
3293,260,114.812874
3293,261,115.195
3293,262,115.521141
3293,263,116.001198
3293,264,116.422501
3293,265,116.988503
3293,266,117.590202
3293,267,118.031998
3293,268,118.517334
3293,269,118.932999
3293,270,119.477501
3294,243,110.683167
3294,244,112.605499
3294,245,112.800201
3294,246,112.965599
3294,247,113.233002
3294,248,113.396667
3294,249,113.547676
3294,250,113.226997
3294,251,112.893997
3294,252,113.144287
3294,253,113.327332
3294,254,113.469498
3294,255,113.819
3294,256,114.082253
3294,257,114.28083
3294,258,114.517403
3294,259,114.926003
3294,260,115.038696
3294,261,115.411819
3294,262,115.880249
3294,263,116.30275
3294,264,116.780998
3294,265,117.281166
3294,266,117.946686
3294,267,118.396004
3294,268,118.930664
3294,269,119.080399
3294,270,119.452003
3294,271,120.191002
3295,244,112.311714
3295,245,112.974747
3295,246,113.113998
3295,247,113.39325
3295,248,113.567749
3295,249,113.611252
3295,250,113.337601
3295,251,113.051201
3295,252,113.307663
3295,253,113.42775
3295,254,113.665916
3295,255,113.893333
3295,256,114.279747
3295,257,114.55883
3295,258,114.664001
3295,259,115.036751
3295,260,115.261597
3295,261,115.586426
3295,262,116.089249
3295,263,116.633667
3295,264,117.101997
3295,265,117.442001
3295,266,117.939667
3295,267,118.396004
3295,268,119.05983
3295,269,119.511002
3295,270,119.849602
3295,271,120.271004
3296,245,113.162003
3296,246,113.298599
3296,247,113.5168
3296,248,113.634598
3296,249,113.618729
3296,250,113.196999
3296,251,113.210251
3296,252,113.281166
3296,253,113.524498
3296,254,113.681335
3296,255,114.058998
3296,256,114.550247
3296,257,114.789597
3296,258,114.885246
3296,259,115.223503
3296,260,115.558998
3296,261,115.841003
3296,262,116.212997
3296,263,116.584747
3296,264,117.651001
3296,265,117.765503
3296,266,118.459625
3296,267,118.688202
3296,268,119.182556
3296,269,119.5485
3296,270,119.817253
3296,271,120.056999
3296,272,120.364998
3297,246,113.52475
3297,247,113.632751
3297,248,113.713997
3297,249,113.65567
3297,250,113.280502
3297,251,113.435997
3297,252,113.538254
3297,253,113.733002
3297,254,113.84433
3297,255,114.292297
3297,256,114.860748
3297,257,115.010002
3297,258,115.077003
3297,259,115.226501
3297,260,115.690666
3297,261,116.290001
3297,262,116.496666
3297,263,116.973
3297,264,117.470749
3297,265,117.829002
3297,266,118.418335
3297,267,118.638336
3297,268,119.121201
3297,269,119.430573
3297,270,119.811798
3297,271,120.045502
3297,272,120.297997
3297,273,120.487503
3298,247,113.754204
3298,248,113.347252
3298,249,113.334
3298,250,113.495499
3298,251,113.655502
3298,252,113.814003
3298,253,113.818604
3298,254,113.78717
3298,255,114.133667
3298,256,114.583397
3298,257,115.496002
3298,258,115.575165
3298,259,115.616997
3298,260,115.889114
3298,261,116.165802
3298,262,116.654999
3298,263,117.016602
3298,264,117.497665
3298,265,118.039001
3298,266,118.4645
3298,267,118.819
3298,268,119.062798
3298,269,119.331749
3298,270,119.562401
3298,271,119.810501
3298,272,120.054169
3298,273,120.242332
3299,248,113.301003
3299,249,113.314247
3299,250,113.662498
3299,251,113.511002
3299,252,113.703499
3299,253,114.541397
3299,254,114.248001
3299,255,114.414001
3299,256,115.102669
3299,257,115.828667
3299,258,116.041496
3299,259,115.622887
3299,260,115.850998
3299,261,116.292664
3299,262,116.710602
3299,263,117.221123
3299,264,117.718803
3299,265,118.092003
3299,266,118.298668
3299,267,118.689499
3299,268,119.015999
3299,269,119.2714
3299,270,119.406403
3299,271,119.561401
3299,272,119.728127
3299,273,119.872429
3299,274,120.015503
3300,249,113.669998
3300,250,113.667999
3300,251,113.896004
3300,252,114.124496
3300,253,114.197372
3300,254,114.410248
3300,255,114.733002
3300,256,115.526169
3300,257,116.154289
3300,258,116.387497
3300,259,116.271004
3300,260,116.027199
3300,261,116.2509
3300,262,116.631165
3300,263,117.075569
3300,264,117.525665
3300,265,117.865402
3300,266,118.253403
3300,267,118.615601
3300,268,118.879997
3300,269,119.109169
3300,270,119.248283
3300,271,119.391426
3300,272,119.516129
3300,273,119.534164
3300,274,119.736603
3300,275,119.969833
3301,250,113.717163
3301,251,113.769997
3301,252,114.093246
3301,253,114.166397
3301,254,114.567001
3301,255,115.123833
3301,256,115.690598
3301,257,116.345856
3301,258,116.562202
3301,259,116.571144
3301,260,116.339363
3301,261,116.193336
3301,262,116.67675
3301,263,117.168503
3301,264,117.652496
3301,265,118.021111
3301,266,118.388603
3301,267,118.688004
3301,268,118.898598
3301,269,119.036713
3301,270,119.268837
3301,271,119.466331
3301,272,119.478836
3301,273,119.542664
3301,274,119.564796
3301,275,119.781502
3302,251,114.160713
3302,252,114.398598
3302,253,114.700165
3302,254,115.0345
3302,255,115.45575
3302,256,115.821404
3302,257,116.239998
3302,258,116.570625
3302,259,116.647285
3302,260,116.579399
3302,261,116.335167
3302,262,116.764778
3302,263,117.237663
3302,264,117.724998
3302,265,118.223999
3302,266,118.587334
3302,267,118.864334
3302,268,118.902878
3302,269,119.057602
3302,270,119.320335
3302,271,119.436668
3302,272,119.560997
3302,273,119.547142
3302,274,119.629333
3302,275,119.744141
3302,276,119.831749
3302,1493,70.1269989
3302,2555,0
3303,252,115.005997
3303,253,115.297287
3303,254,115.582558
3303,255,115.899376
3303,256,116.331001
3303,257,116.366875
3303,258,116.598557
3303,259,116.804184
3303,260,116.691452
3303,261,116.419998
3303,262,116.8283
3303,263,117.261375
3303,264,117.713753
3303,265,118.212372
3303,266,118.726997
3303,267,118.930122
3303,268,118.889557
3303,269,119.096542
3303,270,119.316254
3303,271,119.324997
3303,272,119.421997
3303,273,119.434402
3303,274,119.495888
3303,275,119.572502
3303,276,119.685333
3303,2553,0
3304,253,115.742798
3304,254,115.996361
3304,255,116.228455
3304,256,116.454445
3304,257,116.524414
3304,258,116.587921
3304,259,116.804802
3304,260,116.734665
3304,261,116.536156
3304,262,116.851418
3304,263,117.320198
3304,264,117.799103
3304,265,118.230247
3304,266,118.537003
3304,267,118.676102
3304,268,118.81675
3304,269,119.028847
3304,270,119.125893
3304,271,119.170998
3304,272,119.18689
3304,273,119.253777
3304,274,119.273376
3304,275,119.416443
3304,276,119.39267
3304,277,119.470253
3304,1064,0
3305,254,116.174202
3305,255,116.4972
3305,256,116.527397
3305,257,116.522163
3305,258,116.4832
3305,259,116.579842
3305,260,116.731003
3305,261,116.769798
3305,262,116.759857
3305,263,116.990997
3305,264,117.599998
3305,265,118.08683
3305,266,118.356201
3305,267,118.372002
3305,268,118.713501
3305,269,118.849426
3305,270,118.975426
3305,271,118.950752
3305,272,118.886574
3305,273,118.972557
3305,274,118.987198
3305,275,119.018425
3305,276,119.049568
3305,277,119.066399
3305,278,119.067001
3305,279,119.046165
3305,280,118.997398
3305,281,118.957336
3305,282,118.90567
3305,283,118.917999
3305,284,118.935959
3306,255,116.502167
3306,256,116.501503
3306,257,116.503754
3306,258,116.344666
3306,259,116.462265
3306,260,116.641701
3306,261,116.712997
3306,262,116.445
3306,263,116.664856
3306,264,117.155716
3306,265,117.788666
3306,266,118.223801
3306,267,118.413498
3306,268,118.460747
3306,269,118.591331
3306,270,118.700668
3306,271,118.63633
3306,272,118.677803
3306,273,118.623001
3306,274,118.698715
3306,275,118.637497
3306,276,118.592247
3306,277,118.561874
3306,278,118.586426
3306,279,118.601196
3306,280,118.539001
3306,281,118.344749
3306,282,118.460999
3306,283,118.541
3306,284,118.554665
3307,256,116.3452
3307,257,116.263
3307,258,116.18425
3307,259,116.239441
3307,260,116.329353
3307,261,116.3992
3307,262,116.16925
3307,263,116.118668
3307,264,116.528999
3307,265,117.494164
3307,266,117.908669
3307,267,118.136253
3307,268,118.120003
3307,269,118.270432
3307,270,118.402496
3307,271,118.3675
3307,272,118.293999
3307,273,118.278282
3307,274,118.296753
3307,275,118.254204
3307,276,118.120163
3307,277,118.0812
3307,278,118.121201
3307,279,117.898003
3307,280,117.943001
3307,281,117.949997
3307,282,117.952667
3307,283,117.955002
3307,284,118.120499
3308,257,116.056
3308,258,115.954498
3308,259,116.023727
3308,260,116.092873
3308,261,116.039497
3308,262,115.668999
3308,263,115.431198
3308,264,115.615501
3308,265,116.605202
3308,266,117.597748
3308,267,117.749496
3308,268,117.843002
3308,269,117.710999
3308,270,118.010857
3308,271,117.986801
3308,272,117.975403
3308,273,117.952286
3308,274,117.892754
3308,275,117.847397
3308,276,117.691002
3308,277,117.727249
3308,278,117.539001
3308,279,117.406799
3308,280,117.389198
3308,281,117.564003
3308,282,117.696999
3308,283,117.690498
3308,284,117.960335
3308,1494,71.1134109
3309,258,115.760834
3309,259,115.865601
3309,260,115.986443
3309,261,115.993401
3309,262,115.223289
3309,263,115.014717
3309,264,114.697601
3309,265,115.751999
3309,266,116.837997
3309,267,117.391426
3309,268,117.551331
3309,269,117.491859
3309,270,117.592377
3309,271,117.627335
3309,272,117.580002
3309,273,117.559502
3309,274,117.440399
3309,275,117.372147
3309,276,117.364861
3309,277,117.225876
3309,278,117.182198
3309,279,117.015999
3309,280,117.108253
3309,281,117.200333
3309,282,117.431335
3309,283,117.339333
3309,284,118.598
3310,259,115.911797
3310,260,115.954002
3310,261,115.982224
3310,262,115.018333
3310,263,114.522163
3310,264,114.470253
3310,265,114.688835
3310,266,115.727669
3310,267,116.449501
3310,268,117.013
3310,269,117.291855
3310,270,117.073875
3310,271,117.233574
3310,272,117.139503
3310,273,117.083374
3310,274,117.013336
3310,275,116.98217
3310,276,116.862999
3310,277,116.935837
3310,278,116.975998
3310,279,116.937332
3310,280,117.103333
3310,281,116.931664
3310,282,117.038666
3310,283,116.971497
3310,1059,0
3311,261,115.872498
3311,262,115.050163
3311,263,114.427254
3311,264,114.408501
3311,265,114.375832
3311,266,114.561798
3311,267,115.109497
3311,268,116.184799
3311,269,116.880203
3311,270,116.827713
3311,271,116.688599
3311,272,116.732124
3311,273,116.65757
3311,274,116.648499
3311,275,116.545166
3311,276,116.555252
3311,277,116.688004
3311,278,116.769501
3311,279,116.805496
3311,280,116.835197
3311,281,116.863998
3311,282,116.880997
3312,262,114.746284
3312,263,114.393997
3312,264,114.443443
3312,265,114.476501
3312,266,114.46183
3312,267,114.501663
3312,268,115.142426
3312,269,116.307854
3312,270,116.444
3312,271,116.265999
3312,272,116.323669
3312,273,116.401253
3312,274,116.142998
3312,275,116.254997
3312,276,116.288002
3312,277,116.477997
3312,278,116.599144
3312,279,116.597664
3312,280,116.629501
3312,281,116.472
3312,282,116.429604
3312,287,111.994461
3312,303,112.621498
3312,305,112.245003
3312,306,112.022003
3312,2539,0
3313,263,114.422569
3313,264,114.509804
3313,265,114.572998
3313,266,114.5485
3313,267,114.474503
3313,268,114.604568
3313,269,115.784378
3313,270,116.130569
3313,271,115.861801
3313,272,115.971001
3313,273,115.8172
3313,274,115.982002
3313,275,116.009201
3313,276,116.101501
3313,277,116.160599
3313,278,116.250854
3313,279,116.245003
3313,280,116.106003
3313,281,116.175301
3313,282,116.039253
3313,283,116.025002
3313,284,115.761749
3313,285,113.762001
3314,264,114.51857
3314,265,115.013603
3314,266,114.571999
3314,267,114.479836
3314,268,114.555496
3314,269,115.4478
3314,270,115.832001
3314,271,115.423859
3314,272,115.665146
3314,273,115.542999
3314,274,115.55043
3314,275,115.641502
3314,276,115.709335
3314,277,115.720337
3314,278,115.857246
3314,279,115.760002
3314,280,115.819
3314,281,115.758438
3314,282,115.543663
3314,283,114.973747
3314,284,113.066002
3315,265,114.529198
3315,266,114.521248
3315,267,114.458801
3315,268,114.615402
3315,269,115.249336
3315,270,115.538803
3315,271,115.251503
3315,272,115.412666
3315,273,115.140427
3315,274,115.163002
3315,275,115.305603
3315,276,115.376999
3315,277,115.442253
3315,278,115.455498
3315,279,115.525497
3315,280,115.397835
3315,281,115.352501
3315,282,114.255997
3315,283,112.4375
3315,284,111.683998
3315,285,111.767166
3315,286,111.714539
3316,267,114.463333
3316,268,114.643402
3316,269,115.028503
3316,270,115.192337
3316,271,115.204399
3316,272,115.063499
3316,273,115.04425
3316,274,114.998001
3316,275,115.09967
3316,276,115.200333
3316,277,115.393799
3316,278,115.268669
3316,279,115.047997
3316,280,115.101334
3316,281,113.632004
3316,282,111.611504
3316,283,111.770668
3316,284,111.716751
3316,285,111.647003
3316,286,113.177254
3316,287,113.692001
3316,1054,0
3317,268,114.596497
3317,269,114.738251
3317,270,114.963997
3317,271,114.872169
3317,272,114.881432
3317,273,114.846252
3317,274,114.955666
3317,275,115.008003
3317,276,115.075806
3317,277,114.947334
3317,278,114.806999
3317,279,114.807999
3317,280,113.0205
3317,281,111.836792
3317,282,111.939003
3317,283,111.836998
3317,284,112.533997
3317,285,113.6875
3317,286,113.28933
3317,287,113.073502
3317,288,112.815666
3318,269,114.679497
3318,270,114.686401
3318,271,114.883667
3318,272,114.693169
3318,273,114.804802
3318,274,114.916573
3318,275,114.803833
3318,276,114.679337
3318,277,114.530998
3318,278,114.320999
3318,279,112.491997
3318,280,111.920502
3318,281,111.978752
3318,282,111.907997
3318,283,113.247749
3318,284,113.536171
3318,285,112.82
3318,286,112.744713
3318,287,112.432503
3318,288,112.220497
3318,289,112.058502
3318,290,112.063004
3318,1496,73.2689972
3319,270,114.681503
3319,271,114.842499
3319,272,114.677002
3319,273,114.712624
3319,274,114.450996
3319,275,114.317429
3319,276,114.280609
3319,277,113.641571
3319,278,111.987999
3319,279,112.008331
3319,280,111.996666
3319,281,112.094833
3319,282,113.391998
3319,283,112.932999
3319,284,112.494499
3319,285,112.329002
3319,286,112.070625
3319,287,111.903999
3319,288,111.715668
3319,289,111.559998
3319,290,111.591003
3319,291,111.007332
3319,2530,0
3320,272,114.457001
3320,273,114.375504
3320,274,114.178497
3320,275,114.235001
3320,276,113.003502
3320,277,112.197334
3320,278,112.310799
3320,279,112.172997
3320,280,112.652
3320,281,113.126999
3320,282,112.643501
3320,283,112.348801
3320,284,112.022003
3320,285,111.833
3320,286,111.748497
3320,287,111.423111
3320,288,111.153
3320,289,110.997543
3320,290,110.694
3320,291,110.389336
3320,292,110.283333
3321,273,114.057251
3321,274,113.990997
3321,275,112.21067
3321,276,112.175003
3321,277,112.218002
3321,278,111.915718
3321,279,112.965752
3321,280,112.561668
3321,281,112.288002
3321,282,112.055
3321,283,111.78167
3321,284,111.531601
3321,285,111.271248
3321,286,111.047363
3321,287,110.992996
3321,288,110.6325
3321,289,110.377502
3321,290,110.176003
3321,291,109.856003
3321,292,109.619003
3321,293,109.613998
3321,294,109.556
3322,274,112.2575
3322,275,112.320602
3322,276,112.266251
3322,277,112.053497
3322,278,113.056335
3322,279,112.4104
3322,280,112.230751
3322,281,111.888
3322,282,111.778999
3322,283,111.332253
3322,284,111.133667
3322,285,110.812668
3322,286,110.464996
3322,287,110.157997
3322,288,110.093246
3322,289,109.912331
3322,290,109.672997
3322,291,109.310997
3322,292,109.210999
3322,293,109.069504
3322,294,108.896004
3322,295,108.705666
3322,1049,0
3323,276,112.439499
3323,277,112.473
3323,278,112.170403
3323,279,111.945999
3323,280,111.75325
3323,281,111.494751
3323,282,111.267998
3323,283,110.966003
3323,284,110.457001
3323,285,110.198799
3323,286,109.898537
3323,287,109.70533
3323,288,109.51767
3323,289,109.462502
3323,290,109.079247
3323,291,108.917503
3323,292,108.693253
3323,293,108.646004
3323,294,108.469498
3323,295,108.554001
3323,296,108.674004
3324,277,112.064667
3324,278,111.792999
3324,279,111.667336
3324,280,111.3386
3324,281,111.150665
3324,282,110.629753
3324,283,110.284248
3324,284,109.960197
3324,285,109.652855
3324,286,109.334335
3324,287,109.109833
3324,288,109.033997
3324,289,108.903503
3324,290,108.931999
3324,291,108.473198
3324,292,108.408997
3324,293,108.586998
3324,294,108.629333
3324,295,108.701202
3324,296,108.726997
3324,297,108.736252
3325,279,111.1745
3325,280,110.997253
3325,281,110.475502
3325,282,110.134003
3325,283,109.838501
3325,284,109.517998
3325,285,109.130997
3325,286,108.925667
3325,287,108.89875
3325,288,108.772499
3325,289,108.585999
3325,290,108.741997
3325,291,108.659401
3325,292,108.589249
3325,293,108.72467
3325,294,108.660332
3325,295,108.712997
3325,296,108.695
3325,297,108.699669
3325,298,108.084503
3326,280,110.370499
3326,281,109.960854
3326,282,109.6605
3326,283,109.368599
3326,284,108.985001
3326,285,108.898331
3326,286,109.013474
3326,287,108.998497
3326,288,108.761749
3326,289,108.614998
3326,290,108.58522
3326,291,108.730003
3326,292,108.581749
3326,293,108.655998
3326,294,108.591599
3326,295,108.706001
3326,296,107.876801
3326,297,107.503502
3326,298,107.122002
3326,299,106.532501
3326,300,106.294601
3326,2521,0
3327,281,109.554001
3327,282,109.177002
3327,283,109.017578
3327,284,108.925003
3327,285,109.023331
3327,286,109.011055
3327,287,108.711998
3327,288,108.668999
3327,289,108.750999
3327,290,108.694603
3327,291,108.680336
3327,292,108.654999
3327,293,108.481598
3327,294,107.893837
3327,295,107.386002
3327,296,106.819336
3327,297,106.3125
3327,298,105.918198
3327,299,105.441597
3327,300,105.01783
3327,301,104.911331
3328,283,108.799797
3328,284,108.682404
3328,285,108.868668
3328,286,108.996002
3328,287,108.754631
3328,288,108.762665
3328,289,108.7855
3328,290,108.616997
3328,291,108.722664
3328,292,108.463875
3328,293,107.585251
3328,294,106.982498
3328,295,106.499001
3328,296,105.877602
3328,297,105.220253
3328,298,104.940002
3328,299,104.833832
3328,300,104.802254
3328,301,104.8535
3328,302,104.8302
3329,285,108.712669
3329,286,108.763924
3329,287,108.755997
3329,288,108.815201
3329,289,108.815002
3329,290,108.738998
3329,291,108.429337
3329,292,107.473335
3329,293,106.629204
3329,294,106.07225
3329,295,105.400002
3329,296,104.965668
3329,297,104.819504
3329,298,104.786751
3329,299,104.84433
3329,300,104.775002
3329,301,104.824997
3329,302,104.844833
3329,303,104.832367
3329,304,104.800781
3330,286,108.730316
3330,287,108.734001
3330,288,108.771332
3330,289,108.708748
3330,290,108.550499
3330,291,107.400253
3330,292,106.569664
3330,293,105.782997
3330,294,105.158249
3330,295,105.01725
3330,296,104.856667
3330,297,104.806
3330,298,104.874001
3330,299,104.852501
3330,300,104.832336
3330,301,104.814499
3330,302,104.801331
3330,303,104.784386
3330,304,104.777519
3330,305,104.887276
3331,288,108.741997
3331,289,108.723198
3331,290,107.684998
3331,291,106.668335
3331,292,105.870003
3331,293,105.143997
3331,294,104.887001
3331,295,105.059998
3331,296,104.865669
3331,297,104.878502
3331,298,104.806999
3331,299,104.874664
3331,300,104.834793
3331,301,104.8405
3331,302,104.802696
3331,303,104.756622
3331,304,104.740059
3331,305,104.854767
3331,306,104.918854
3332,289,108.491333
3332,290,107.158333
3332,291,106.291
3332,292,105.480003
3332,293,105.102997
3332,294,104.884499
3332,295,104.859497
3332,296,104.894997
3332,297,104.810501
3332,298,104.839828
3332,299,104.763336
3332,300,104.825378
3332,301,104.850998
3332,302,104.772774
3332,303,104.738174
3332,304,104.735199
3332,305,104.799408
3332,306,104.854912
3333,291,105.972504
3333,292,105.331001
3333,293,104.900497
3333,294,104.983002
3333,295,104.787003
3333,296,104.783997
3333,297,104.856667
3333,298,104.831497
3333,299,104.886124
3333,300,104.84433
3333,301,104.851997
3333,302,104.821243
3333,303,104.81263
3333,304,104.778664
3333,305,104.838501
3333,306,104.849182
3333,307,104.874649
3333,308,104.854736
3333,2512,0
3334,293,105.002182
3334,294,104.974251
3334,295,104.856499
3334,296,104.966835
3334,297,104.832001
3334,298,104.950226
3334,299,104.834503
3334,300,104.840202
3334,301,104.795731
3334,302,104.831825
3334,303,104.841064
3334,304,104.780212
3334,305,104.847343
3334,306,104.820229
3334,307,104.847649
3334,308,104.866928
3335,295,104.990288
3335,296,104.950333
3335,297,104.915497
3335,298,104.985497
3335,299,104.984001
3335,300,104.884666
3335,301,104.893997
3335,302,104.839996
3335,303,104.870003
3335,304,104.801086
3335,305,104.886429
3335,306,104.84433
3335,307,104.822098
3335,308,104.853981
3336,297,105.0634
3336,298,105.040276
3336,299,104.879448
3336,300,104.888336
3336,301,104.852875
3336,302,104.977402
3336,303,104.902817
3336,304,104.800674
3336,305,104.715141
3336,306,104.720001
3336,307,104.802254
3336,308,104.786125
3336,309,104.838692
3337,298,105.026604
3337,299,105.085503
3337,300,105.115402
3337,301,105.102859
3337,302,105.154999
3337,303,105.092499
3337,304,105.020752
3337,305,105.095001
3337,306,104.821503
3337,307,104.788002
3337,308,104.762802
3337,309,104.833
3338,300,105.369667
3338,301,105.496002
3338,302,105.597603
3338,303,105.585999
3338,304,105.591003
3338,305,105.177498
3338,306,104.940399
3338,307,104.847145
3338,308,104.825249
3338,309,104.840202
3339,302,106.752197
3339,303,106.7006
3339,304,106.390816
3339,305,106.251999
3339,306,105.779747
3339,307,105.1875
3339,308,104.865997
3339,309,104.792503
3339,310,104.966667
3340,304,107.615364
3340,305,107.353752
3340,306,106.741859
3340,307,106.226501
3340,308,105.342003
3340,309,104.889
3340,310,104.783997
3341,306,107.649597
3341,307,107.005371
3341,308,106.192596
3341,309,105.204666
3341,310,104.81443
3341,311,104.755997
3342,308,106.654289
3342,309,105.854401
3342,310,104.959251
3342,311,104.744003
3343,311,104.777199
3343,312,104.822502
3350,2490,0
3356,1020,0
3360,406,0
3360,411,0
3360,2477,0
3362,428,0
3363,635,0
3363,636,0
3364,445,0
3364,666,0
3365,696,0
3365,697,0
3365,1011,0
3365,1513,105.556335
3366,462,0
3366,591,0
3370,2464,0
3371,507,0
3372,517,0
3372,554,0
3372,720,0
3377,732,0
3377,997,0
3380,993,0
3380,2451,0
3382,1522,100.308998
3385,986,0
3386,754,0
3390,978,0
3390,2438,0
3393,973,0
3399,786,0
3402,955,0
3403,2427,0
3409,812,0
3412,927,0
3413,923,0
3418,855,0
3418,894,0
3419,872,0
3419,873,0
3419,876,0
3454,2434,0
3455,2434,0
3456,2434,0
3457,2434,0
3475,2433,0
3495,1567,97.8450012
3504,2428,0
3508,2427,0
3518,2424,0
3521,2423,0
3529,2420,0
3536,2417,0
3556,2407,0
3560,2405,0
3566,1636,0
3569,2401,0
3576,2398,0
3577,1654,0
3581,2396,0
3583,1666,0
3586,2394,0
3598,1706,0
3606,1804,0
3607,2385,0
3613,2382,0
3615,2381,0
3628,1864,0
3630,1940,0
3631,1934,0
3632,1890,0
3648,2359,0
3654,2354,0
3655,1979,0
3655,2353,0
3670,2338,0
3671,2337,0
3676,2331,0
3685,2060,0
3686,2069,0
3691,2097,0
3691,2310,0
3700,2294,0
3701,2292,0
3706,2281,0
3709,2273,0
3713,2261,0
3715,2155,0
3718,2169,0
3718,2240,0
3719,2175,0
3720,2183,0
3720,2226,0
3721,2196,0
3721,2197,0
3721,2212,0
